service,s,d,studage,lectage,dept,y,t,k,m
1,202,944,6,6,11,1,3.5,5664,21
1,202,1087,6,5,1,3,10.5,6522,52.5
1,202,1582,6,4,2,3,10.5,9492,42
1,202,1587,6,5,1,2,7,9522,35
1,202,1666,6,4,14,2,7,9996,28
1,202,1709,6,6,11,1,3.5,10254,21
1,202,1718,6,2,8,4,14,10308,28
1,202,1730,6,5,1,1,3.5,10380,17.5
1,202,1904,6,5,1,5,17.5,11424,87.5
1,202,1907,6,6,14,2,7,11442,42
1,202,2147,6,6,14,1,3.5,12882,21
1,203,72,6,6,2,3,10.5,432,63
1,203,196,6,4,10,2,7,1176,28
1,203,296,6,6,11,2,7,1776,42
1,203,676,6,6,4,4,14,4056,84
1,203,693,6,6,2,3,10.5,4158,63
1,203,736,6,6,8,1,3.5,4416,21
1,203,1028,6,6,4,3,10.5,6168,63
1,203,1979,6,6,8,5,17.5,11874,105
1,204,281,8,6,6,1,3.5,2248,21
1,204,367,8,6,6,1,3.5,2936,21
1,204,563,8,4,15,4,14,4504,56
1,204,613,8,4,8,1,3.5,4904,14
1,204,702,8,5,6,5,17.5,5616,87.5
1,204,936,8,5,6,2,7,7488,35
1,204,964,8,4,8,2,7,7712,28
1,204,1059,8,6,6,3,10.5,8472,63
1,204,1097,8,5,6,3,10.5,8776,52.5
1,204,1173,8,5,6,1,3.5,9384,17.5
1,204,1219,8,6,6,4,14,9752,84
1,204,1281,8,6,6,5,17.5,10248,105
1,204,1468,8,6,11,1,3.5,11744,21
1,204,1492,8,6,11,4,14,11936,84
1,204,1676,8,6,6,2,7,13408,42
1,204,1687,8,5,6,1,3.5,13496,17.5
1,204,1701,8,5,2,5,17.5,13608,87.5
1,204,1771,8,6,6,1,3.5,14168,21
1,204,1827,8,6,6,5,17.5,14616,105
1,204,1887,8,6,6,4,14,15096,84
1,204,2083,8,6,6,3,10.5,16664,63
1,205,1502,6,3,6,5,17.5,9012,52.5
1,206,150,4,3,8,3,10.5,600,31.5
1,206,193,4,3,10,5,17.5,772,52.5
1,206,262,4,5,15,5,17.5,1048,87.5
1,206,474,4,5,1,4,14,1896,70
1,206,538,4,6,11,4,14,2152,84
1,206,805,4,6,9,5,17.5,3220,105
1,206,829,4,3,1,3,10.5,3316,31.5
1,206,1904,4,3,1,4,14,7616,42
1,207,41,8,6,15,3,10.5,328,63
1,207,67,8,3,4,5,17.5,536,52.5
1,207,206,8,4,4,3,10.5,1648,42
1,207,252,8,6,6,5,17.5,2016,105
1,207,297,8,6,9,3,10.5,2376,63
1,207,363,8,6,6,3,10.5,2904,63
1,207,401,8,4,4,4,14,3208,56
1,207,446,8,6,6,2,7,3568,42
1,207,454,8,5,6,2,7,3632,35
1,207,563,8,6,15,4,14,4504,84
1,207,572,8,2,4,3,10.5,4576,21
1,207,613,8,4,8,1,3.5,4904,14
1,207,778,8,3,4,1,3.5,6224,10.5
1,207,828,8,2,4,5,17.5,6624,35
1,207,883,8,3,4,4,14,7064,42
1,207,888,8,3,15,4,14,7104,42
1,207,897,8,2,15,2,7,7176,14
1,207,945,8,3,4,2,7,7560,21
1,207,964,8,4,8,3,10.5,7712,42
1,207,973,8,3,4,1,3.5,7784,10.5
1,207,983,8,4,4,3,10.5,7864,42
1,207,1086,8,6,6,3,10.5,8688,63
1,207,1126,8,3,8,3,10.5,9008,31.5
1,207,1281,8,6,6,3,10.5,10248,63
1,207,1284,8,4,4,2,7,10272,28
1,207,1379,8,4,4,3,10.5,11032,42
1,207,1495,8,2,15,3,10.5,11960,21
1,207,1536,8,6,11,1,3.5,12288,21
1,207,1607,8,4,4,4,14,12856,56
1,207,1629,8,6,6,3,10.5,13032,63
1,207,1686,8,2,8,5,17.5,13488,35
1,207,1701,8,5,2,3,10.5,13608,52.5
1,207,1780,8,6,11,1,3.5,14240,21
1,207,2009,8,3,15,3,10.5,16072,31.5
1,207,2053,8,6,6,2,7,16424,42
1,207,2099,8,4,4,4,14,16792,56
1,208,182,8,5,14,4,14,1456,70
1,208,474,8,3,1,3,10.5,3792,31.5
1,208,555,8,2,14,3,10.5,4440,21
1,208,620,8,2,14,5,17.5,4960,35
1,208,989,8,5,14,4,14,7912,70
1,208,1187,8,2,14,5,17.5,9496,35
1,208,1382,8,2,3,1,3.5,11056,7
1,208,2002,8,6,8,5,17.5,16016,105
1,209,314,6,5,11,4,14,1884,70
1,209,366,6,6,11,2,7,2196,42
1,209,613,6,3,8,1,3.5,3678,10.5
1,209,964,6,3,8,1,3.5,5784,10.5
1,209,1126,6,3,8,3,10.5,6756,31.5
1,209,1504,6,6,11,4,14,9024,84
1,210,119,8,6,3,4,14,952,84
1,210,240,8,5,3,4,14,1920,70
1,210,621,8,6,2,4,14,4968,84
1,210,638,8,6,3,5,17.5,5104,105
1,210,1019,8,5,8,3,10.5,8152,52.5
1,210,1382,8,4,3,4,14,11056,56
1,210,1711,8,6,3,3,10.5,13688,63
1,210,1781,8,6,3,1,3.5,14248,21
1,210,2002,8,6,8,3,10.5,16016,63
1,210,2087,8,2,3,5,17.5,16696,35
1,210,2147,8,6,14,1,3.5,17176,21
1,211,67,6,6,4,4,14,402,84
1,211,603,6,4,8,3,10.5,3618,42
1,211,613,6,5,8,4,14,3678,70
1,211,627,6,5,8,2,7,3762,35
1,211,964,6,5,8,5,17.5,5784,87.5
1,211,1056,6,3,8,4,14,6336,42
1,211,1382,6,4,3,4,14,8292,56
1,211,1396,6,3,1,4,14,8376,42
1,211,1718,6,2,8,3,10.5,10308,21
1,211,2026,6,6,8,5,17.5,12156,105
1,212,67,8,3,4,4,14,536,42
1,212,147,8,6,4,4,14,1176,84
1,212,150,8,6,8,4,14,1200,84
1,212,230,8,6,4,3,10.5,1840,63
1,212,350,8,6,8,3,10.5,2800,63
1,212,430,8,3,4,4,14,3440,42
1,212,529,8,2,4,1,3.5,4232,7
1,212,627,8,3,8,5,17.5,5016,52.5
1,212,647,8,6,12,3,10.5,5176,63
1,212,1175,8,5,4,5,17.5,9400,87.5
1,212,1185,8,5,4,2,7,9480,35
1,212,1186,8,6,4,3,10.5,9488,63
1,212,1263,8,5,14,5,17.5,10104,87.5
1,212,1310,8,2,4,5,17.5,10480,35
1,212,1449,8,6,4,5,17.5,11592,105
1,212,1457,8,6,4,5,17.5,11656,105
1,212,1591,8,6,4,1,3.5,12728,21
1,212,1594,8,6,4,4,14,12752,84
1,212,1619,8,3,4,2,7,12952,21
1,212,1685,8,3,4,2,7,13480,21
1,212,1782,8,6,4,5,17.5,14256,105
1,212,1788,8,3,7,2,7,14304,21
1,212,1939,8,6,3,4,14,15512,84
1,212,1992,8,6,12,2,7,15936,42
1,212,2121,8,6,2,1,3.5,16968,21
1,213,100,6,3,5,5,17.5,600,52.5
1,213,193,6,5,10,4,14,1158,70
1,213,474,6,2,1,4,14,2844,28
1,213,621,6,6,2,3,10.5,3726,63
1,213,944,6,6,11,5,17.5,5664,105
1,213,969,6,6,2,5,17.5,5814,105
1,213,1012,6,5,2,5,17.5,6072,87.5
1,213,1087,6,3,1,4,14,6522,42
1,213,1094,6,3,1,5,17.5,6564,52.5
1,213,1450,6,6,6,1,3.5,8700,21
1,213,1587,6,3,1,2,7,9522,21
1,213,1711,6,6,3,3,10.5,10266,63
1,213,1900,6,6,8,4,14,11400,84
1,213,1904,6,3,1,3,10.5,11424,31.5
1,213,2002,6,6,8,4,14,12012,84
1,214,964,8,6,8,1,3.5,7712,21
1,214,1513,8,3,12,5,17.5,12104,52.5
1,214,1736,8,6,12,5,17.5,13888,105
1,214,1739,8,4,3,4,14,13912,56
1,215,52,8,5,4,1,3.5,416,17.5
1,215,72,8,6,2,3,10.5,576,63
1,215,196,8,4,10,3,10.5,1568,42
1,215,296,8,6,11,3,10.5,2368,63
1,215,676,8,6,4,5,17.5,5408,105
1,215,693,8,6,2,4,14,5544,84
1,215,736,8,6,8,1,3.5,5888,21
1,215,930,8,6,4,2,7,7440,42
1,215,1028,8,6,4,3,10.5,8224,63
1,215,1755,8,6,11,5,17.5,14040,105
1,215,1979,8,6,8,4,14,15832,84
1,216,182,8,5,14,5,17.5,1456,87.5
1,216,474,8,5,1,3,10.5,3792,52.5
1,216,849,8,6,2,3,10.5,6792,63
1,216,989,8,5,14,3,10.5,7912,52.5
1,216,1161,8,6,11,1,3.5,9288,21
1,216,1382,8,4,3,4,14,11056,56
1,216,1587,8,3,1,4,14,12696,42
1,216,1817,8,6,11,3,10.5,14536,63
1,216,1884,8,6,11,4,14,15072,84
1,216,2002,8,3,8,4,14,16016,42
1,217,182,8,6,14,4,14,1456,84
1,217,849,8,6,2,3,10.5,6792,63
1,217,989,8,5,14,2,7,7912,35
1,217,1161,8,6,11,3,10.5,9288,63
1,217,1817,8,3,11,2,7,14536,21
1,217,1884,8,6,11,4,14,15072,84
1,218,375,6,6,1,2,7,2250,42
1,218,734,6,6,11,5,17.5,4404,105
1,218,793,6,6,12,1,3.5,4758,21
1,218,1902,6,3,8,2,7,11412,21
1,218,1949,6,6,8,2,7,11694,42
1,218,2002,6,6,8,2,7,12012,42
1,219,82,2,2,9,5,17.5,164,35
1,219,664,2,2,11,4,14,1328,28
1,219,1049,2,1,2,2,7,2098,7
1,219,1203,2,2,3,2,7,2406,14
1,219,1492,2,1,11,5,17.5,2984,17.5
1,219,1722,2,1,11,5,17.5,3444,17.5
1,219,1784,2,1,9,2,7,3568,7
1,220,252,2,1,6,1,3.5,504,3.5
1,220,297,2,1,9,5,17.5,594,17.5
1,220,401,2,1,4,2,7,802,7
1,220,446,2,1,6,1,3.5,892,3.5
1,220,945,2,2,4,2,7,1890,14
1,220,1086,2,2,6,4,14,2172,28
1,220,1705,2,1,11,5,17.5,3410,17.5
1,220,1780,2,1,11,1,3.5,3560,3.5
1,221,65,2,1,2,2,7,130,7
1,221,1084,2,2,9,1,3.5,2168,7
1,221,2132,2,2,8,5,17.5,4264,35
1,222,260,2,2,12,4,14,520,28
1,222,297,2,1,9,3,10.5,594,10.5
1,222,436,2,1,12,3,10.5,872,10.5
1,222,602,2,1,12,2,7,1204,7
1,222,675,2,1,12,4,14,1350,14
1,222,827,2,2,12,4,14,1654,28
1,222,945,2,2,4,5,17.5,1890,35
1,222,1314,2,1,12,4,14,2628,14
1,222,1513,2,1,12,5,17.5,3026,17.5
1,222,1578,2,2,12,1,3.5,3156,7
1,222,1705,2,1,11,4,14,3410,14
1,222,1780,2,1,11,1,3.5,3560,3.5
1,222,1816,2,2,12,1,3.5,3632,7
1,222,2086,2,2,12,5,17.5,4172,35
1,223,42,4,2,11,1,3.5,168,7
1,223,96,4,3,11,2,7,384,21
1,223,314,4,2,11,5,17.5,1256,35
1,223,583,4,1,11,4,14,2332,14
1,223,594,4,3,8,3,10.5,2376,31.5
1,223,737,4,4,4,2,7,2948,28
1,223,944,4,4,11,5,17.5,3776,70
1,223,1072,4,2,9,4,14,4288,28
1,223,1084,4,4,9,2,7,4336,28
1,223,1115,4,3,11,2,7,4460,21
1,223,1123,4,1,8,5,17.5,4492,17.5
1,223,1126,4,3,8,3,10.5,4504,31.5
1,223,1161,4,3,11,2,7,4644,21
1,223,1275,4,4,11,5,17.5,5100,70
1,223,1504,4,1,11,2,7,6016,7
1,223,1709,4,4,11,3,10.5,6836,42
1,223,1747,4,4,4,5,17.5,6988,70
1,224,57,6,5,11,3,10.5,342,52.5
1,224,183,6,3,8,3,10.5,1098,31.5
1,224,507,6,6,11,4,14,3042,84
1,224,571,6,1,11,4,14,3426,14
1,224,790,6,5,11,5,17.5,4740,87.5
1,224,856,6,6,9,3,10.5,5136,63
1,224,1722,6,5,11,5,17.5,10332,87.5
1,224,1840,6,3,11,5,17.5,11040,52.5
1,224,1845,6,4,11,3,10.5,11070,42
1,225,67,8,2,4,5,17.5,536,35
1,225,260,8,6,12,5,17.5,2080,105
1,225,296,8,6,11,5,17.5,2368,105
1,225,297,8,6,9,4,14,2376,84
1,225,401,8,6,4,4,14,3208,84
1,225,827,8,6,12,3,10.5,6616,63
1,225,828,8,6,4,5,17.5,6624,105
1,225,1314,8,4,12,5,17.5,10512,70
1,225,1323,8,6,2,2,7,10584,42
1,225,1396,8,6,1,1,3.5,11168,21
1,225,1500,8,6,12,4,14,12000,84
1,225,1537,8,6,12,3,10.5,12296,63
1,225,1586,8,6,12,2,7,12688,42
1,225,1591,8,3,4,4,14,12728,42
1,225,1594,8,6,4,5,17.5,12752,105
1,225,2026,8,6,8,1,3.5,16208,21
1,225,2055,8,4,12,5,17.5,16440,70
1,226,193,2,3,10,5,17.5,386,52.5
1,226,590,2,6,12,2,7,1180,42
1,226,702,2,6,6,4,14,1404,84
1,226,946,2,2,8,3,10.5,1892,21
1,226,969,2,2,2,2,7,1938,14
1,226,1002,2,6,2,4,14,2004,84
1,226,1012,2,2,2,2,7,2024,14
1,226,1126,2,5,8,5,17.5,2252,87.5
1,226,1145,2,5,6,4,14,2290,70
1,226,1155,2,6,11,1,3.5,2310,21
1,226,1173,2,5,6,5,17.5,2346,87.5
1,226,1659,2,6,11,5,17.5,3318,105
1,226,1687,2,6,6,2,7,3374,42
1,226,1709,2,6,11,2,7,3418,42
1,226,1827,2,6,6,4,14,3654,84
1,226,2079,2,6,11,3,10.5,4158,63
1,226,2103,2,5,11,3,10.5,4206,52.5
1,227,252,4,3,6,4,14,1008,42
1,227,258,4,1,8,1,3.5,1032,3.5
1,227,363,4,4,6,4,14,1452,56
1,227,446,4,3,6,2,7,1784,21
1,227,653,4,1,8,1,3.5,2612,3.5
1,227,945,4,4,4,4,14,3780,56
1,227,980,4,2,6,2,7,3920,14
1,227,1030,4,2,6,3,10.5,4120,21
1,227,1086,4,4,6,1,3.5,4344,14
1,227,1629,4,2,6,1,3.5,6516,7
1,227,1705,4,3,11,4,14,6820,42
1,227,1780,4,3,11,3,10.5,7120,31.5
1,227,1948,4,2,15,3,10.5,7792,21
1,227,1959,4,1,6,4,14,7836,14
1,227,2053,4,2,6,5,17.5,8212,35
1,227,2083,4,2,6,4,14,8332,28
1,228,66,2,1,11,1,3.5,132,3.5
1,228,96,2,1,11,2,7,192,7
1,228,1084,2,2,9,2,7,2168,14
1,228,1155,2,1,11,1,3.5,2310,3.5
1,229,561,2,1,1,3,10.5,1122,10.5
1,229,1425,2,1,11,1,3.5,2850,3.5
1,230,583,4,2,11,2,7,2332,14
1,230,615,4,2,1,4,14,2460,28
1,230,626,4,2,14,4,14,2504,28
1,230,732,4,3,8,5,17.5,2928,52.5
1,230,939,4,2,14,3,10.5,3756,21
1,231,583,2,2,11,4,14,1166,28
1,231,790,2,1,11,2,7,1580,7
1,231,849,2,1,2,5,17.5,1698,17.5
1,231,1492,2,2,11,3,10.5,2984,21
1,231,1817,2,2,11,2,7,3634,14
1,232,17,4,3,2,3,10.5,68,31.5
1,232,835,4,2,8,5,17.5,3340,35
1,232,1072,4,2,9,5,17.5,4288,35
1,232,1084,4,4,9,3,10.5,4336,42
1,232,1126,4,3,8,4,14,4504,42
1,232,1263,4,2,14,5,17.5,5052,35
1,232,1694,4,2,2,2,7,6776,14
1,233,57,4,1,11,3,10.5,228,10.5
1,233,314,4,1,11,4,14,1256,14
1,233,664,4,4,11,5,17.5,2656,70
1,233,704,4,2,11,4,14,2816,28
1,233,790,4,3,11,2,7,3160,21
1,233,1002,4,3,2,1,3.5,4008,10.5
1,233,1011,4,1,9,5,17.5,4044,17.5
1,233,1049,4,2,2,1,3.5,4196,7
1,233,1203,4,4,3,2,7,4812,28
1,233,1504,4,4,11,3,10.5,6016,42
1,233,1756,4,2,11,5,17.5,7024,35
1,233,1784,4,3,9,3,10.5,7136,31.5
1,233,2098,4,4,9,5,17.5,8392,70
1,234,66,2,1,11,5,17.5,132,17.5
1,234,96,2,1,11,3,10.5,192,10.5
1,234,573,2,1,11,4,14,1146,14
1,234,1084,2,2,9,4,14,2168,28
1,234,1155,2,1,11,2,7,2310,7
1,235,150,8,4,8,3,10.5,1200,42
1,235,296,8,6,11,4,14,2368,84
1,235,307,8,5,2,3,10.5,2456,52.5
1,235,369,8,6,6,2,7,2952,42
1,235,390,8,3,7,3,10.5,3120,31.5
1,235,488,8,4,12,2,7,3904,28
1,235,494,8,6,9,2,7,3952,42
1,235,554,8,6,6,3,10.5,4432,63
1,235,603,8,6,8,2,7,4824,42
1,235,693,8,5,2,3,10.5,5544,52.5
1,235,827,8,5,12,3,10.5,6616,52.5
1,235,829,8,3,1,3,10.5,6632,31.5
1,235,897,8,1,15,5,17.5,7176,17.5
1,235,900,8,5,7,4,14,7200,70
1,235,1014,8,4,12,4,14,8112,56
1,235,1040,8,3,15,3,10.5,8320,31.5
1,235,1050,8,6,6,3,10.5,8400,63
1,235,1126,8,4,8,1,3.5,9008,14
1,235,1164,8,3,12,1,3.5,9312,10.5
1,235,1229,8,6,8,2,7,9832,42
1,235,1491,8,4,10,2,7,11928,28
1,235,1513,8,1,12,4,14,12104,14
1,235,1537,8,6,12,3,10.5,12296,63
1,235,1538,8,6,10,2,7,12304,42
1,235,1612,8,6,6,3,10.5,12896,63
1,235,1736,8,4,12,2,7,13888,28
1,235,1755,8,5,11,1,3.5,14040,17.5
1,235,1852,8,3,7,3,10.5,14816,31.5
1,235,1877,8,6,7,1,3.5,15016,21
1,235,1880,8,5,6,3,10.5,15040,52.5
1,235,1904,8,3,1,3,10.5,15232,31.5
1,235,2009,8,1,15,2,7,16072,7
1,235,2034,8,6,6,1,3.5,16272,21
1,236,538,2,2,11,1,3.5,1076,7
1,236,944,2,1,11,5,17.5,1888,17.5
1,236,1566,2,1,9,3,10.5,3132,10.5
1,236,1760,2,1,6,1,3.5,3520,3.5
1,236,1925,2,1,6,4,14,3850,14
1,237,57,4,1,11,1,3.5,228,3.5
1,237,314,4,1,11,4,14,1256,14
1,237,458,4,1,4,5,17.5,1832,17.5
1,237,664,4,4,11,5,17.5,2656,70
1,237,704,4,2,11,3,10.5,2816,21
1,237,790,4,3,11,5,17.5,3160,52.5
1,237,1002,4,3,2,2,7,4008,21
1,237,1011,4,1,9,5,17.5,4044,17.5
1,237,1049,4,2,2,4,14,4196,28
1,237,1054,4,1,4,5,17.5,4216,17.5
1,237,1203,4,4,3,2,7,4812,28
1,237,1756,4,2,11,2,7,7024,14
1,237,1784,4,3,9,5,17.5,7136,52.5
1,237,2098,4,4,9,4,14,8392,56
1,238,42,6,6,11,4,14,252,84
1,238,70,6,6,11,3,10.5,420,63
1,238,182,6,3,14,3,10.5,1092,31.5
1,238,626,6,4,14,3,10.5,3756,42
1,238,1817,6,6,11,4,14,10902,84
1,238,2160,6,6,2,5,17.5,12960,105
1,239,260,2,2,12,4,14,520,28
1,239,297,2,1,9,4,14,594,14
1,239,436,2,1,12,3,10.5,872,10.5
1,239,602,2,1,12,2,7,1204,7
1,239,827,2,2,12,3,10.5,1654,21
1,239,945,2,2,4,4,14,1890,28
1,239,1513,2,1,12,3,10.5,3026,10.5
1,239,1578,2,2,12,3,10.5,3156,21
1,239,1705,2,1,11,4,14,3410,14
1,239,1780,2,1,11,4,14,3560,14
1,239,1816,2,2,12,2,7,3632,14
1,239,2086,2,2,12,5,17.5,4172,35
1,240,42,6,6,11,2,7,252,42
1,240,82,6,6,9,4,14,492,84
1,240,102,6,2,1,2,7,612,14
1,240,438,6,2,1,3,10.5,2628,21
1,240,507,6,6,11,1,3.5,3042,21
1,240,622,6,6,11,2,7,3732,42
1,240,732,6,2,8,5,17.5,4392,35
1,240,829,6,1,1,3,10.5,4974,10.5
1,240,1002,6,6,2,5,17.5,6012,105
1,240,1087,6,1,1,5,17.5,6522,17.5
1,240,1094,6,1,1,2,7,6564,7
1,240,1115,6,6,11,3,10.5,6690,63
1,240,1203,6,6,3,5,17.5,7218,105
1,240,1215,6,2,8,4,14,7290,28
1,240,1264,6,5,11,4,14,7584,70
1,240,1587,6,1,1,3,10.5,9522,10.5
1,240,1671,6,1,8,5,17.5,10026,17.5
1,240,1784,6,6,9,3,10.5,10704,63
1,241,57,4,1,11,3,10.5,228,10.5
1,241,139,4,2,12,1,3.5,556,7
1,241,369,4,3,6,2,7,1476,21
1,241,436,4,2,12,3,10.5,1744,21
1,241,554,4,3,6,1,3.5,2216,10.5
1,241,590,4,4,12,4,14,2360,56
1,241,593,4,1,12,3,10.5,2372,10.5
1,241,622,4,3,11,2,7,2488,21
1,241,664,4,4,11,4,14,2656,56
1,241,702,4,2,6,2,7,2808,14
1,241,827,4,1,12,3,10.5,3308,10.5
1,241,977,4,3,6,1,3.5,3908,10.5
1,241,1002,4,3,2,1,3.5,4008,10.5
1,241,1049,4,2,2,2,7,4196,14
1,241,1050,4,3,6,2,7,4200,21
1,241,1145,4,1,6,4,14,4580,14
1,241,1173,4,1,6,2,7,4692,7
1,241,1612,4,3,6,1,3.5,6448,10.5
1,241,1632,4,2,3,4,14,6528,28
1,241,1687,4,2,6,2,7,6748,14
1,241,1718,4,1,8,3,10.5,6872,10.5
1,241,1722,4,3,11,5,17.5,6888,52.5
1,241,1827,4,2,6,2,7,7308,14
1,241,1837,4,3,6,1,3.5,7348,10.5
1,241,1877,4,3,7,2,7,7508,21
1,241,2034,4,3,6,1,3.5,8136,10.5
1,242,375,6,6,1,1,3.5,2250,21
1,242,734,6,6,11,3,10.5,4404,63
1,242,1902,6,5,8,1,3.5,11412,17.5
1,243,260,2,2,12,5,17.5,520,35
1,243,297,2,1,9,3,10.5,594,10.5
1,243,436,2,1,12,3,10.5,872,10.5
1,243,602,2,1,12,2,7,1204,7
1,243,675,2,1,12,2,7,1350,7
1,243,827,2,2,12,5,17.5,1654,35
1,243,945,2,2,4,2,7,1890,14
1,243,1314,2,1,12,1,3.5,2628,3.5
1,243,1513,2,1,12,5,17.5,3026,17.5
1,243,1578,2,2,12,1,3.5,3156,7
1,243,1705,2,1,11,1,3.5,3410,3.5
1,243,1780,2,1,11,2,7,3560,7
1,243,1816,2,2,12,2,7,3632,14
1,243,1884,2,3,11,2,7,3768,21
1,243,2086,2,2,12,5,17.5,4172,35
1,244,17,6,6,2,3,10.5,102,63
1,244,69,6,5,2,1,3.5,414,17.5
1,244,97,6,1,2,4,14,582,14
1,244,157,6,6,11,2,7,942,42
1,244,328,6,1,2,4,14,1968,14
1,244,477,6,6,8,1,3.5,2862,21
1,244,761,6,6,8,2,7,4566,42
1,244,946,6,2,8,3,10.5,5676,21
1,244,1002,6,2,2,5,17.5,6012,35
1,244,1067,6,6,2,1,3.5,6402,21
1,244,1088,6,5,1,4,14,6528,70
1,244,1126,6,5,8,3,10.5,6756,52.5
1,244,1201,6,2,12,1,3.5,7206,7
1,244,1246,6,1,12,2,7,7476,7
1,244,1431,6,1,12,1,3.5,8586,3.5
1,244,1504,6,5,11,4,14,9024,70
1,244,1570,6,1,12,4,14,9420,14
1,244,1722,6,6,11,5,17.5,10332,105
1,244,1788,6,1,7,5,17.5,10728,17.5
1,244,1995,6,1,12,1,3.5,11970,3.5
1,244,2032,6,1,10,3,10.5,12192,10.5
1,244,2097,6,2,2,3,10.5,12582,21
1,245,296,8,6,11,4,14,2368,84
1,245,313,8,3,4,5,17.5,2504,52.5
1,245,663,8,4,4,5,17.5,5304,70
1,245,676,8,4,4,5,17.5,5408,70
1,245,693,8,6,2,5,17.5,5544,105
1,245,741,8,2,4,2,7,5928,14
1,245,930,8,6,4,3,10.5,7440,63
1,245,1028,8,2,4,5,17.5,8224,35
1,245,1594,8,4,4,3,10.5,12752,42
1,245,1843,8,1,4,5,17.5,14744,17.5
1,245,2032,8,2,10,4,14,16256,28
1,246,34,6,3,14,3,10.5,204,31.5
1,246,508,6,4,11,3,10.5,3048,42
1,246,523,6,4,14,3,10.5,3138,42
1,246,538,6,3,11,2,7,3228,21
1,246,621,6,3,2,1,3.5,3726,10.5
1,246,944,6,5,11,4,14,5664,70
1,246,1156,6,6,11,1,3.5,6936,21
1,246,1158,6,5,9,1,3.5,6948,17.5
1,246,1686,6,1,8,2,7,10116,7
1,246,1897,6,5,6,2,7,11382,35
1,246,1925,6,5,6,3,10.5,11550,52.5
1,246,2105,6,5,6,3,10.5,12630,52.5
1,246,2147,6,4,14,1,3.5,12882,14
1,247,42,8,6,11,3,10.5,336,63
1,247,70,8,6,11,4,14,560,84
1,247,82,8,6,9,1,3.5,656,21
1,247,507,8,6,11,1,3.5,4056,21
1,247,622,8,6,11,1,3.5,4976,21
1,247,664,8,6,11,4,14,5312,84
1,247,835,8,4,8,3,10.5,6680,42
1,247,1002,8,2,2,4,14,8016,28
1,247,1115,8,6,11,2,7,8920,42
1,247,1126,8,4,8,2,7,9008,28
1,247,1203,8,6,3,4,14,9624,84
1,247,1264,8,5,11,2,7,10112,35
1,247,1274,8,6,8,4,14,10192,84
1,247,1582,8,1,2,1,3.5,12656,3.5
1,247,1784,8,6,9,1,3.5,14272,21
1,247,1900,8,3,8,1,3.5,15200,10.5
1,247,2050,8,1,3,1,3.5,16400,3.5
1,247,2103,8,5,11,3,10.5,16824,52.5
1,248,150,8,1,8,4,14,1200,14
1,248,2002,8,6,8,3,10.5,16016,63
1,249,42,4,3,11,1,3.5,168,10.5
1,249,57,4,5,11,2,7,228,35
1,249,96,4,3,11,2,7,384,21
1,249,272,4,3,8,5,17.5,1088,52.5
1,249,314,4,2,11,5,17.5,1256,35
1,249,474,4,2,1,4,14,1896,28
1,249,507,4,6,11,1,3.5,2028,21
1,249,790,4,5,11,5,17.5,3160,87.5
1,249,856,4,6,9,4,14,3424,84
1,249,944,4,4,11,5,17.5,3776,70
1,249,1084,4,4,9,2,7,4336,28
1,249,1115,4,5,11,5,17.5,4460,87.5
1,249,1161,4,3,11,2,7,4644,21
1,249,1275,4,4,11,4,14,5100,56
1,249,1504,4,1,11,5,17.5,6016,17.5
1,249,1722,4,5,11,4,14,6888,70
1,250,65,2,1,2,2,7,130,7
1,250,935,2,2,8,3,10.5,1870,21
1,250,1084,2,2,9,3,10.5,2168,21
1,251,664,4,4,11,2,7,2656,28
1,251,704,4,2,11,3,10.5,2816,21
1,251,790,4,3,11,3,10.5,3160,31.5
1,251,1002,4,3,2,1,3.5,4008,10.5
1,251,1049,4,1,2,2,7,4196,7
1,251,1203,4,4,3,4,14,4812,56
1,251,1492,4,1,11,3,10.5,5968,10.5
1,251,1722,4,1,11,5,17.5,6888,17.5
1,251,1784,4,1,9,4,14,7136,14
1,251,2098,4,4,9,3,10.5,8392,42
1,252,57,4,1,11,3,10.5,228,10.5
1,252,82,4,6,9,2,7,328,42
1,252,664,4,5,11,4,14,2656,70
1,252,704,4,2,11,5,17.5,2816,35
1,252,866,4,4,2,3,10.5,3464,42
1,252,1011,4,1,9,5,17.5,4044,17.5
1,252,1115,4,4,11,5,17.5,4460,70
1,252,1756,4,2,11,4,14,7024,28
1,252,1840,4,6,11,4,14,7360,84
1,253,34,6,3,14,2,7,204,21
1,253,508,6,4,11,2,7,3048,28
1,253,523,6,4,14,4,14,3138,56
1,253,621,6,3,2,1,3.5,3726,10.5
1,253,721,6,1,8,3,10.5,4326,10.5
1,253,944,6,5,11,5,17.5,5664,87.5
1,253,1156,6,6,11,3,10.5,6936,63
1,253,1158,6,5,9,1,3.5,6948,17.5
1,253,1295,6,1,8,1,3.5,7770,3.5
1,253,1709,6,2,11,1,3.5,10254,7
1,253,1925,6,5,6,3,10.5,11550,52.5
1,253,2036,6,1,8,2,7,12216,7
1,253,2061,6,1,12,1,3.5,12366,3.5
1,253,2147,6,4,14,1,3.5,12882,14
1,254,34,4,1,14,3,10.5,136,10.5
1,254,53,4,1,9,1,3.5,212,3.5
1,254,523,4,2,14,2,7,2092,14
1,254,538,4,1,11,1,3.5,2152,3.5
1,254,621,4,1,2,1,3.5,2484,3.5
1,254,622,4,2,11,2,7,2488,14
1,254,1008,4,2,8,5,17.5,4032,35
